"cnty_fips","display_name","Value","theme_range"
48373,"""Polk, (TX)""",260.6,"216.7 - 502.5 (641)"
48377,"""Presidio, (TX)""",112.9,"28.1 - 147.3 (644)"
48383,"""Reagan, (TX)""",183.9,"167.7 - 186.9 (647)"
48385,"""Real, (TX)""",176.7,"167.7 - 186.9 (647)"
48389,"""Reeves, (TX)""",205.1,"187.0 - 216.6 (634)"
48391,"""Refugio, (TX)""",185,"167.7 - 186.9 (647)"
48395,"""Robertson, (TX)""",235.3,"216.7 - 502.5 (641)"
48399,"""Runnels, (TX)""",195.6,"187.0 - 216.6 (634)"
48403,"""Sabine, (TX)""",237.1,"216.7 - 502.5 (641)"
48405,"""San Augustine, (TX)""",186.4,"167.7 - 186.9 (647)"
48407,"""San Jacinto, (TX)""",199.5,"187.0 - 216.6 (634)"
48409,"""San Patricio, (TX)""",175.5,"167.7 - 186.9 (647)"
48411,"""San Saba, (TX)""",160.7,"147.4 - 167.6 (641)"
48413,"""Schleicher, (TX)""",167,"147.4 - 167.6 (641)"
48419,"""Shelby, (TX)""",205.9,"187.0 - 216.6 (634)"
48427,"""Starr, (TX)""",157.6,"147.4 - 167.6 (641)"
48431,"""Sterling, (TX)""",211.3,"187.0 - 216.6 (634)"
48435,"""Sutton, (TX)""",171,"167.7 - 186.9 (647)"
48443,"""Terrell, (TX)""",160,"147.4 - 167.6 (641)"
48451,"""Tom Green, (TX)""",171.6,"167.7 - 186.9 (647)"
48453,"""Travis, (TX)""",115.5,"28.1 - 147.3 (644)"
48455,"""Trinity, (TX)""",250.4,"216.7 - 502.5 (641)"
48457,"""Tyler, (TX)""",239.1,"216.7 - 502.5 (641)"
48461,"""Upton, (TX)""",203,"187.0 - 216.6 (634)"
48463,"""Uvalde, (TX)""",177.5,"167.7 - 186.9 (647)"
48465,"""Val Verde, (TX)""",179.3,"167.7 - 186.9 (647)"
48469,"""Victoria, (TX)""",180.3,"167.7 - 186.9 (647)"
48471,"""Walker, (TX)""",165.3,"147.4 - 167.6 (641)"
48473,"""Waller, (TX)""",175.8,"167.7 - 186.9 (647)"
48475,"""Ward, (TX)""",227,"216.7 - 502.5 (641)"
48477,"""Washington, (TX)""",133.5,"28.1 - 147.3 (644)"
48479,"""Webb, (TX)""",147.7,"147.4 - 167.6 (641)"
48481,"""Wharton, (TX)""",211.3,"187.0 - 216.6 (634)"
48489,"""Willacy, (TX)""",148,"147.4 - 167.6 (641)"
48491,"""Williamson, (TX)""",122.3,"28.1 - 147.3 (644)"
48493,"""Wilson, (TX)""",166.6,"147.4 - 167.6 (641)"
48495,"""Winkler, (TX)""",226.9,"216.7 - 502.5 (641)"
48505,"""Zapata, (TX)""",150.2,"147.4 - 167.6 (641)"
48507,"""Zavala, (TX)""",218.6,"216.7 - 502.5 (641)"
05007,"""Benton, (AR)""",169,"167.7 - 186.9 (647)"
05033,"""Crawford, (AR)""",197.7,"187.0 - 216.6 (634)"
05047,"""Franklin, (AR)""",238.4,"216.7 - 502.5 (641)"
05057,"""Hempstead, (AR)""",255.2,"216.7 - 502.5 (641)"
05061,"""Howard, (AR)""",285.4,"216.7 - 502.5 (641)"
05081,"""Little River, (AR)""",242.4,"216.7 - 502.5 (641)"
05083,"""Logan, (AR)""",216,"187.0 - 216.6 (634)"
05087,"""Madison, (AR)""",311.6,"216.7 - 502.5 (641)"
05091,"""Miller, (AR)""",209.5,"187.0 - 216.6 (634)"
05113,"""Polk, (AR)""",246.4,"216.7 - 502.5 (641)"
05127,"""Scott, (AR)""",229.2,"216.7 - 502.5 (641)"
05131,"""Sebastian, (AR)""",206.6,"187.0 - 216.6 (634)"
05133,"""Sevier, (AR)""",237.9,"216.7 - 502.5 (641)"
05143,"""Washington, (AR)""",321,"216.7 - 502.5 (641)"
08001,"""Adams, (CO)""",132.5,"28.1 - 147.3 (644)"
08003,"""Alamosa, (CO)""",176.2,"167.7 - 186.9 (647)"
08005,"""Arapahoe, (CO)""",115.4,"28.1 - 147.3 (644)"
08009,"""Baca, (CO)""",169.5,"167.7 - 186.9 (647)"
08011,"""Bent, (CO)""",177.8,"167.7 - 186.9 (647)"
08013,"""Boulder, (CO)""",103.3,"28.1 - 147.3 (644)"
08014,"""Broomfield, (CO)""",102.1,"28.1 - 147.3 (644)"
08015,"""Chaffee, (CO)""",114.1,"28.1 - 147.3 (644)"
08017,"""Cheyenne, (CO)""",143.1,"28.1 - 147.3 (644)"
08019,"""Clear Creek, (CO)""",119.9,"28.1 - 147.3 (644)"
08021,"""Conejos, (CO)""",172.1,"167.7 - 186.9 (647)"
08023,"""Costilla, (CO)""",136.5,"28.1 - 147.3 (644)"
08025,"""Crowley, (CO)""",139.8,"28.1 - 147.3 (644)"
08027,"""Custer, (CO)""",124.4,"28.1 - 147.3 (644)"
08031,"""Denver, (CO)""",134.6,"28.1 - 147.3 (644)"
08035,"""Douglas, (CO)""",85.2,"28.1 - 147.3 (644)"
08037,"""Eagle, (CO)""",63.3,"28.1 - 147.3 (644)"
08039,"""Elbert, (CO)""",131.4,"28.1 - 147.3 (644)"
08041,"""El Paso, (CO)""",138.1,"28.1 - 147.3 (644)"
08043,"""Fremont, (CO)""",149.8,"147.4 - 167.6 (641)"
08047,"""Gilpin, (CO)""",124.5,"28.1 - 147.3 (644)"
08049,"""Grand, (CO)""",88.1,"28.1 - 147.3 (644)"
08055,"""Huerfano, (CO)""",144.4,"28.1 - 147.3 (644)"
08057,"""Jackson, (CO)""",115.5,"28.1 - 147.3 (644)"
08059,"""Jefferson, (CO)""",134.8,"28.1 - 147.3 (644)"
08061,"""Kiowa, (CO)""",175.9,"167.7 - 186.9 (647)"
08063,"""Kit Carson, (CO)""",136,"28.1 - 147.3 (644)"
08065,"""Lake, (CO)""",72.2,"28.1 - 147.3 (644)"
08069,"""Larimer, (CO)""",113.7,"28.1 - 147.3 (644)"
08071,"""Las Animas, (CO)""",157.2,"147.4 - 167.6 (641)"
08073,"""Lincoln, (CO)""",131.8,"28.1 - 147.3 (644)"
08075,"""Logan, (CO)""",143.6,"28.1 - 147.3 (644)"
08087,"""Morgan, (CO)""",132.2,"28.1 - 147.3 (644)"
08089,"""Otero, (CO)""",191.1,"187.0 - 216.6 (634)"
08093,"""Park, (CO)""",108.9,"28.1 - 147.3 (644)"
08095,"""Phillips, (CO)""",146.8,"28.1 - 147.3 (644)"
08099,"""Prowers, (CO)""",162.5,"147.4 - 167.6 (641)"
08101,"""Pueblo, (CO)""",124.4,"28.1 - 147.3 (644)"
08105,"""Rio Grande, (CO)""",160,"147.4 - 167.6 (641)"
08109,"""Saguache, (CO)""",139.3,"28.1 - 147.3 (644)"
08115,"""Sedgwick, (CO)""",154.6,"147.4 - 167.6 (641)"
08117,"""Summit, (CO)""",55.3,"28.1 - 147.3 (644)"
08119,"""Teller, (CO)""",133.9,"28.1 - 147.3 (644)"
08121,"""Washington, (CO)""",126.4,"28.1 - 147.3 (644)"
08123,"""Weld, (CO)""",123.3,"28.1 - 147.3 (644)"
08125,"""Yuma, (CO)""",147.5,"147.4 - 167.6 (641)"
19001,"""Adair, (IA)""",164,"147.4 - 167.6 (641)"
19003,"""Adams, (IA)""",205.1,"187.0 - 216.6 (634)"
19009,"""Audubon, (IA)""",157.6,"147.4 - 167.6 (641)"
19015,"""Boone, (IA)""",172.3,"167.7 - 186.9 (647)"
19021,"""Buena Vista, (IA)""",170.1,"167.7 - 186.9 (647)"
19025,"""Calhoun, (IA)""",182,"167.7 - 186.9 (647)"
19027,"""Carroll, (IA)""",155.5,"147.4 - 167.6 (641)"
19029,"""Cass, (IA)""",182.2,"167.7 - 186.9 (647)"
19035,"""Cherokee, (IA)""",157.8,"147.4 - 167.6 (641)"
19039,"""Clarke, (IA)""",197.1,"187.0 - 216.6 (634)"
19041,"""Clay, (IA)""",152.8,"147.4 - 167.6 (641)"
19047,"""Crawford, (IA)""",152.2,"147.4 - 167.6 (641)"
19049,"""Dallas, (IA)""",127.7,"28.1 - 147.3 (644)"
19053,"""Decatur, (IA)""",209.1,"187.0 - 216.6 (634)"
19059,"""Dickinson, (IA)""",160.3,"147.4 - 167.6 (641)"
19063,"""Emmet, (IA)""",155.1,"147.4 - 167.6 (641)"
19071,"""Fremont, (IA)""",149.3,"147.4 - 167.6 (641)"
19073,"""Greene, (IA)""",192.9,"187.0 - 216.6 (634)"
19077,"""Guthrie, (IA)""",140.8,"28.1 - 147.3 (644)"
19079,"""Hamilton, (IA)""",149.6,"147.4 - 167.6 (641)"
19081,"""Hancock, (IA)""",179.2,"167.7 - 186.9 (647)"
19085,"""Harrison, (IA)""",158.4,"147.4 - 167.6 (641)"
19091,"""Humboldt, (IA)""",200.1,"187.0 - 216.6 (634)"
19093,"""Ida, (IA)""",163.8,"147.4 - 167.6 (641)"
19109,"""Kossuth, (IA)""",177.5,"167.7 - 186.9 (647)"
19119,"""Lyon, (IA)""",146.1,"28.1 - 147.3 (644)"
19121,"""Madison, (IA)""",155.5,"147.4 - 167.6 (641)"
19129,"""Mills, (IA)""",132.9,"28.1 - 147.3 (644)"
19133,"""Monona, (IA)""",230.6,"216.7 - 502.5 (641)"
19137,"""Montgomery, (IA)""",188.1,"187.0 - 216.6 (634)"
19141,"""O'Brien, (IA)""",174.5,"167.7 - 186.9 (647)"
19143,"""Osceola, (IA)""",148.4,"147.4 - 167.6 (641)"
19145,"""Page, (IA)""",190,"187.0 - 216.6 (634)"
19147,"""Palo Alto, (IA)""",158,"147.4 - 167.6 (641)"
19149,"""Plymouth, (IA)""",124,"28.1 - 147.3 (644)"
19151,"""Pocahontas, (IA)""",213.5,"187.0 - 216.6 (634)"
19155,"""Pottawattamie, (IA)""",155.7,"147.4 - 167.6 (641)"
19159,"""Ringgold, (IA)""",209,"187.0 - 216.6 (634)"
19161,"""Sac, (IA)""",166.3,"147.4 - 167.6 (641)"
19165,"""Shelby, (IA)""",155.5,"147.4 - 167.6 (641)"
19167,"""Sioux, (IA)""",110.6,"28.1 - 147.3 (644)"
19173,"""Taylor, (IA)""",199.6,"187.0 - 216.6 (634)"
19175,"""Union, (IA)""",202.4,"187.0 - 216.6 (634)"
19187,"""Webster, (IA)""",217.6,"216.7 - 502.5 (641)"
19189,"""Winnebago, (IA)""",174.3,"167.7 - 186.9 (647)"
19193,"""Woodbury, (IA)""",147.2,"28.1 - 147.3 (644)"
19197,"""Wright, (IA)""",181.7,"167.7 - 186.9 (647)"
20001,"""Allen, (KS)""",195.6,"187.0 - 216.6 (634)"
20003,"""Anderson, (KS)""",180.8,"167.7 - 186.9 (647)"
20005,"""Atchison, (KS)""",177.4,"167.7 - 186.9 (647)"
20007,"""Barber, (KS)""",225.8,"216.7 - 502.5 (641)"
20009,"""Barton, (KS)""",180.6,"167.7 - 186.9 (647)"
20011,"""Bourbon, (KS)""",205.6,"187.0 - 216.6 (634)"
20013,"""Brown, (KS)""",192.2,"187.0 - 216.6 (634)"
20015,"""Butler, (KS)""",171.3,"167.7 - 186.9 (647)"
20017,"""Chase, (KS)""",179.2,"167.7 - 186.9 (647)"
20019,"""Chautauqua, (KS)""",229.5,"216.7 - 502.5 (641)"
20021,"""Cherokee, (KS)""",240.4,"216.7 - 502.5 (641)"
20023,"""Cheyenne, (KS)""",142.5,"28.1 - 147.3 (644)"
20025,"""Clark, (KS)""",182,"167.7 - 186.9 (647)"
20027,"""Clay, (KS)""",147.8,"147.4 - 167.6 (641)"
20029,"""Cloud, (KS)""",169.1,"167.7 - 186.9 (647)"
20031,"""Coffey, (KS)""",181,"167.7 - 186.9 (647)"
20033,"""Comanche, (KS)""",191.2,"187.0 - 216.6 (634)"
20035,"""Cowley, (KS)""",175.8,"167.7 - 186.9 (647)"
20037,"""Crawford, (KS)""",213.3,"187.0 - 216.6 (634)"
20039,"""Decatur, (KS)""",149.6,"147.4 - 167.6 (641)"
20041,"""Dickinson, (KS)""",171.5,"167.7 - 186.9 (647)"
20043,"""Doniphan, (KS)""",184.7,"167.7 - 186.9 (647)"
20045,"""Douglas, (KS)""",143.6,"28.1 - 147.3 (644)"
20047,"""Edwards, (KS)""",171.7,"167.7 - 186.9 (647)"
20049,"""Elk, (KS)""",219.5,"216.7 - 502.5 (641)"
20051,"""Ellis, (KS)""",144.4,"28.1 - 147.3 (644)"
20053,"""Ellsworth, (KS)""",188.5,"187.0 - 216.6 (634)"
20055,"""Finney, (KS)""",127.9,"28.1 - 147.3 (644)"
20057,"""Ford, (KS)""",171,"167.7 - 186.9 (647)"
20059,"""Franklin, (KS)""",167.5,"147.4 - 167.6 (641)"
20061,"""Geary, (KS)""",216.2,"187.0 - 216.6 (634)"
20063,"""Gove, (KS)""",160.6,"147.4 - 167.6 (641)"
20065,"""Graham, (KS)""",169.5,"167.7 - 186.9 (647)"
20067,"""Grant, (KS)""",171.6,"167.7 - 186.9 (647)"
20069,"""Gray, (KS)""",145.9,"28.1 - 147.3 (644)"
20071,"""Greeley, (KS)""",150.3,"147.4 - 167.6 (641)"
20073,"""Greenwood, (KS)""",185.6,"167.7 - 186.9 (647)"
20075,"""Hamilton, (KS)""",163.9,"147.4 - 167.6 (641)"
20077,"""Harper, (KS)""",161,"147.4 - 167.6 (641)"
20079,"""Harvey, (KS)""",159.6,"147.4 - 167.6 (641)"
20081,"""Haskell, (KS)""",149.9,"147.4 - 167.6 (641)"
20083,"""Hodgeman, (KS)""",161.1,"147.4 - 167.6 (641)"
20085,"""Jackson, (KS)""",180.4,"167.7 - 186.9 (647)"
20087,"""Jefferson, (KS)""",156.3,"147.4 - 167.6 (641)"
20089,"""Jewell, (KS)""",158.7,"147.4 - 167.6 (641)"
20091,"""Johnson, (KS)""",117.3,"28.1 - 147.3 (644)"
20093,"""Kearny, (KS)""",129.6,"28.1 - 147.3 (644)"
20095,"""Kingman, (KS)""",202.9,"187.0 - 216.6 (634)"
20097,"""Kiowa, (KS)""",176.6,"167.7 - 186.9 (647)"
20099,"""Labette, (KS)""",219.5,"216.7 - 502.5 (641)"
20101,"""Lane, (KS)""",127.2,"28.1 - 147.3 (644)"
20103,"""Leavenworth, (KS)""",171.2,"167.7 - 186.9 (647)"
20105,"""Lincoln, (KS)""",148.3,"147.4 - 167.6 (641)"
20107,"""Linn, (KS)""",186.9,"167.7 - 186.9 (647)"
20109,"""Logan, (KS)""",139.9,"28.1 - 147.3 (644)"
20111,"""Lyon, (KS)""",175.9,"167.7 - 186.9 (647)"
20113,"""McPherson, (KS)""",148.2,"147.4 - 167.6 (641)"
20115,"""Marion, (KS)""",155.5,"147.4 - 167.6 (641)"
20117,"""Marshall, (KS)""",142.2,"28.1 - 147.3 (644)"
20119,"""Meade, (KS)""",179,"167.7 - 186.9 (647)"
20121,"""Miami, (KS)""",155.8,"147.4 - 167.6 (641)"
20123,"""Mitchell, (KS)""",163.9,"147.4 - 167.6 (641)"
20125,"""Montgomery, (KS)""",261,"216.7 - 502.5 (641)"
20127,"""Morris, (KS)""",183.6,"167.7 - 186.9 (647)"
20129,"""Morton, (KS)""",233.1,"216.7 - 502.5 (641)"
20131,"""Nemaha, (KS)""",144.8,"28.1 - 147.3 (644)"
20133,"""Neosho, (KS)""",212.7,"187.0 - 216.6 (634)"
20135,"""Ness, (KS)""",142.3,"28.1 - 147.3 (644)"
20137,"""Norton, (KS)""",156.8,"147.4 - 167.6 (641)"
20139,"""Osage, (KS)""",159.4,"147.4 - 167.6 (641)"
20141,"""Osborne, (KS)""",158.4,"147.4 - 167.6 (641)"
20143,"""Ottawa, (KS)""",150.9,"147.4 - 167.6 (641)"
20145,"""Pawnee, (KS)""",175.7,"167.7 - 186.9 (647)"
20147,"""Phillips, (KS)""",160.6,"147.4 - 167.6 (641)"
20149,"""Pottawatomie, (KS)""",146.8,"28.1 - 147.3 (644)"
20151,"""Pratt, (KS)""",163.7,"147.4 - 167.6 (641)"
20153,"""Rawlins, (KS)""",157.1,"147.4 - 167.6 (641)"
20155,"""Reno, (KS)""",147.8,"147.4 - 167.6 (641)"
20157,"""Republic, (KS)""",171.4,"167.7 - 186.9 (647)"
20159,"""Rice, (KS)""",189.1,"187.0 - 216.6 (634)"
20161,"""Riley, (KS)""",141.8,"28.1 - 147.3 (644)"
20163,"""Rooks, (KS)""",160.1,"147.4 - 167.6 (641)"
20165,"""Rush, (KS)""",168.4,"167.7 - 186.9 (647)"
20167,"""Russell, (KS)""",159.7,"147.4 - 167.6 (641)"
20169,"""Saline, (KS)""",137.2,"28.1 - 147.3 (644)"
20171,"""Scott, (KS)""",126,"28.1 - 147.3 (644)"
20173,"""Sedgwick, (KS)""",161.9,"147.4 - 167.6 (641)"
20175,"""Seward, (KS)""",178.5,"167.7 - 186.9 (647)"
20177,"""Shawnee, (KS)""",159.1,"147.4 - 167.6 (641)"
20179,"""Sheridan, (KS)""",145.6,"28.1 - 147.3 (644)"
20181,"""Sherman, (KS)""",143.6,"28.1 - 147.3 (644)"
20183,"""Smith, (KS)""",169.6,"167.7 - 186.9 (647)"
20185,"""Stafford, (KS)""",147.3,"28.1 - 147.3 (644)"
20187,"""Stanton, (KS)""",165.9,"147.4 - 167.6 (641)"
20189,"""Stevens, (KS)""",134.7,"28.1 - 147.3 (644)"
20191,"""Sumner, (KS)""",163.9,"147.4 - 167.6 (641)"
20193,"""Thomas, (KS)""",145.8,"28.1 - 147.3 (644)"
20195,"""Trego, (KS)""",201.7,"187.0 - 216.6 (634)"
20197,"""Wabaunsee, (KS)""",154.2,"147.4 - 167.6 (641)"
20199,"""Wallace, (KS)""",135.6,"28.1 - 147.3 (644)"
20201,"""Washington, (KS)""",153.7,"147.4 - 167.6 (641)"
20203,"""Wichita, (KS)""",141.2,"28.1 - 147.3 (644)"
20205,"""Wilson, (KS)""",221.7,"216.7 - 502.5 (641)"
20207,"""Woodson, (KS)""",198.1,"187.0 - 216.6 (634)"
20209,"""Wyandotte, (KS)""",170,"167.7 - 186.9 (647)"
22017,"""Caddo, (LA)""",172.4,"167.7 - 186.9 (647)"
27013,"""Blue Earth, (MN)""",129.2,"28.1 - 147.3 (644)"
27015,"""Brown, (MN)""",114.6,"28.1 - 147.3 (644)"
27033,"""Cottonwood, (MN)""",152.3,"147.4 - 167.6 (641)"
27043,"""Faribault, (MN)""",161.6,"147.4 - 167.6 (641)"
27063,"""Jackson, (MN)""",153.1,"147.4 - 167.6 (641)"
27079,"""Le Sueur, (MN)""",124.4,"28.1 - 147.3 (644)"
27081,"""Lincoln, (MN)""",135.9,"28.1 - 147.3 (644)"
27083,"""Lyon, (MN)""",131.3,"28.1 - 147.3 (644)"
27091,"""Martin, (MN)""",144.5,"28.1 - 147.3 (644)"
27101,"""Murray, (MN)""",138.9,"28.1 - 147.3 (644)"
27103,"""Nicollet, (MN)""",122.2,"28.1 - 147.3 (644)"
27105,"""Nobles, (MN)""",151.1,"147.4 - 167.6 (641)"
27117,"""Pipestone, (MN)""",152.8,"147.4 - 167.6 (641)"
27127,"""Redwood, (MN)""",139,"28.1 - 147.3 (644)"
27133,"""Rock, (MN)""",158.8,"147.4 - 167.6 (641)"
27143,"""Sibley, (MN)""",115.1,"28.1 - 147.3 (644)"
27165,"""Watonwan, (MN)""",134.3,"28.1 - 147.3 (644)"
29003,"""Andrew, (MO)""",183.7,"167.7 - 186.9 (647)"
29005,"""Atchison, (MO)""",167,"147.4 - 167.6 (641)"
29009,"""Barry, (MO)""",236.6,"216.7 - 502.5 (641)"
29011,"""Barton, (MO)""",211.8,"187.0 - 216.6 (634)"
29013,"""Bates, (MO)""",209.8,"187.0 - 216.6 (634)"
29021,"""Buchanan, (MO)""",191.6,"187.0 - 216.6 (634)"
29025,"""Caldwell, (MO)""",171.7,"167.7 - 186.9 (647)"
29037,"""Cass, (MO)""",167,"147.4 - 167.6 (641)"
29039,"""Cedar, (MO)""",231.2,"216.7 - 502.5 (641)"
29047,"""Clay, (MO)""",144.6,"28.1 - 147.3 (644)"
29049,"""Clinton, (MO)""",185.3,"167.7 - 186.9 (647)"
29057,"""Dade, (MO)""",206.9,"187.0 - 216.6 (634)"
29061,"""Daviess, (MO)""",187.8,"187.0 - 216.6 (634)"
29063,"""DeKalb, (MO)""",185.7,"167.7 - 186.9 (647)"
29075,"""Gentry, (MO)""",184.8,"167.7 - 186.9 (647)"
29081,"""Harrison, (MO)""",191,"187.0 - 216.6 (634)"
29083,"""Henry, (MO)""",251.5,"216.7 - 502.5 (641)"
29087,"""Holt, (MO)""",166.8,"147.4 - 167.6 (641)"
29095,"""Jackson, (MO)""",173.6,"167.7 - 186.9 (647)"
29097,"""Jasper, (MO)""",231.9,"216.7 - 502.5 (641)"
29101,"""Johnson, (MO)""",221.9,"216.7 - 502.5 (641)"
29107,"""Lafayette, (MO)""",191.2,"187.0 - 216.6 (634)"
29109,"""Lawrence, (MO)""",209.2,"187.0 - 216.6 (634)"
29119,"""McDonald, (MO)""",221.6,"216.7 - 502.5 (641)"
29145,"""Newton, (MO)""",235.3,"216.7 - 502.5 (641)"
29147,"""Nodaway, (MO)""",176.3,"167.7 - 186.9 (647)"
29165,"""Platte, (MO)""",135.6,"28.1 - 147.3 (644)"
29177,"""Ray, (MO)""",204.5,"187.0 - 216.6 (634)"
29185,"""St. Clair, (MO)""",227.4,"216.7 - 502.5 (641)"
29217,"""Vernon, (MO)""",226.7,"216.7 - 502.5 (641)"
29227,"""Worth, (MO)""",195.9,"187.0 - 216.6 (634)"
31001,"""Adams, (NE)""",170.9,"167.7 - 186.9 (647)"
31003,"""Antelope, (NE)""",164.8,"147.4 - 167.6 (641)"
31005,"""Arthur, (NE)""",245.5,"216.7 - 502.5 (641)"
31007,"""Banner, (NE)""",147.8,"147.4 - 167.6 (641)"
31009,"""Blaine, (NE)""",162.3,"147.4 - 167.6 (641)"
31011,"""Boone, (NE)""",163.9,"147.4 - 167.6 (641)"
31013,"""Box Butte, (NE)""",160.1,"147.4 - 167.6 (641)"
31015,"""Boyd, (NE)""",219.9,"216.7 - 502.5 (641)"
31017,"""Brown, (NE)""",176.1,"167.7 - 186.9 (647)"
31019,"""Buffalo, (NE)""",149.3,"147.4 - 167.6 (641)"
31021,"""Burt, (NE)""",135.6,"28.1 - 147.3 (644)"
31023,"""Butler, (NE)""",138,"28.1 - 147.3 (644)"
31025,"""Cass, (NE)""",133.8,"28.1 - 147.3 (644)"
31027,"""Cedar, (NE)""",148,"147.4 - 167.6 (641)"
31029,"""Chase, (NE)""",134.2,"28.1 - 147.3 (644)"
31031,"""Cherry, (NE)""",125.5,"28.1 - 147.3 (644)"
31033,"""Cheyenne, (NE)""",168.8,"167.7 - 186.9 (647)"
31035,"""Clay, (NE)""",173.4,"167.7 - 186.9 (647)"
31037,"""Colfax, (NE)""",143,"28.1 - 147.3 (644)"
31039,"""Cuming, (NE)""",140.5,"28.1 - 147.3 (644)"
31041,"""Custer, (NE)""",146.6,"28.1 - 147.3 (644)"
31043,"""Dakota, (NE)""",132.4,"28.1 - 147.3 (644)"
31045,"""Dawes, (NE)""",194,"187.0 - 216.6 (634)"
31047,"""Dawson, (NE)""",143.5,"28.1 - 147.3 (644)"
31049,"""Deuel, (NE)""",153.1,"147.4 - 167.6 (641)"
31051,"""Dixon, (NE)""",164.3,"147.4 - 167.6 (641)"
31053,"""Dodge, (NE)""",134,"28.1 - 147.3 (644)"
31055,"""Douglas, (NE)""",133.7,"28.1 - 147.3 (644)"
31057,"""Dundy, (NE)""",153.8,"147.4 - 167.6 (641)"
31059,"""Fillmore, (NE)""",154.5,"147.4 - 167.6 (641)"
31061,"""Franklin, (NE)""",170.3,"167.7 - 186.9 (647)"
31063,"""Frontier, (NE)""",145.5,"28.1 - 147.3 (644)"
31065,"""Furnas, (NE)""",153,"147.4 - 167.6 (641)"
31067,"""Gage, (NE)""",146.9,"28.1 - 147.3 (644)"
31069,"""Garden, (NE)""",163.8,"147.4 - 167.6 (641)"
31071,"""Garfield, (NE)""",171.4,"167.7 - 186.9 (647)"
31073,"""Gosper, (NE)""",145.6,"28.1 - 147.3 (644)"
31075,"""Grant, (NE)""",161.2,"147.4 - 167.6 (641)"
31077,"""Greeley, (NE)""",155.2,"147.4 - 167.6 (641)"
31079,"""Hall, (NE)""",145.6,"28.1 - 147.3 (644)"
31081,"""Hamilton, (NE)""",137.7,"28.1 - 147.3 (644)"
31083,"""Harlan, (NE)""",156.6,"147.4 - 167.6 (641)"
31085,"""Hayes, (NE)""",144.6,"28.1 - 147.3 (644)"
31087,"""Hitchcock, (NE)""",158,"147.4 - 167.6 (641)"
31089,"""Holt, (NE)""",182.9,"167.7 - 186.9 (647)"
31091,"""Hooker, (NE)""",199.9,"187.0 - 216.6 (634)"
31093,"""Howard, (NE)""",145.3,"28.1 - 147.3 (644)"
31095,"""Jefferson, (NE)""",175.1,"167.7 - 186.9 (647)"
31097,"""Johnson, (NE)""",142.4,"28.1 - 147.3 (644)"
31099,"""Kearney, (NE)""",155.7,"147.4 - 167.6 (641)"
31101,"""Keith, (NE)""",135.8,"28.1 - 147.3 (644)"
31103,"""Keya Paha, (NE)""",168.7,"167.7 - 186.9 (647)"
31105,"""Kimball, (NE)""",141.3,"28.1 - 147.3 (644)"
31107,"""Knox, (NE)""",153.1,"147.4 - 167.6 (641)"
31109,"""Lancaster, (NE)""",133.3,"28.1 - 147.3 (644)"
31111,"""Lincoln, (NE)""",143.8,"28.1 - 147.3 (644)"
31113,"""Logan, (NE)""",147.7,"147.4 - 167.6 (641)"
31115,"""Loup, (NE)""",190.1,"187.0 - 216.6 (634)"
31117,"""McPherson, (NE)""",136.4,"28.1 - 147.3 (644)"
31119,"""Madison, (NE)""",158.9,"147.4 - 167.6 (641)"
31121,"""Merrick, (NE)""",146.2,"28.1 - 147.3 (644)"
31123,"""Morrill, (NE)""",152.9,"147.4 - 167.6 (641)"
31125,"""Nance, (NE)""",155.1,"147.4 - 167.6 (641)"
31127,"""Nemaha, (NE)""",156.3,"147.4 - 167.6 (641)"
31129,"""Nuckolls, (NE)""",175.8,"167.7 - 186.9 (647)"
31131,"""Otoe, (NE)""",138.6,"28.1 - 147.3 (644)"
31133,"""Pawnee, (NE)""",155.1,"147.4 - 167.6 (641)"
31135,"""Perkins, (NE)""",143.2,"28.1 - 147.3 (644)"
31137,"""Phelps, (NE)""",143.9,"28.1 - 147.3 (644)"
31139,"""Pierce, (NE)""",151.8,"147.4 - 167.6 (641)"
31141,"""Platte, (NE)""",154.6,"147.4 - 167.6 (641)"
31143,"""Polk, (NE)""",150.5,"147.4 - 167.6 (641)"
31145,"""Red Willow, (NE)""",158.8,"147.4 - 167.6 (641)"
31147,"""Richardson, (NE)""",163.6,"147.4 - 167.6 (641)"
31149,"""Rock, (NE)""",236.7,"216.7 - 502.5 (641)"
31151,"""Saline, (NE)""",170.3,"167.7 - 186.9 (647)"
31153,"""Sarpy, (NE)""",132.4,"28.1 - 147.3 (644)"
31155,"""Saunders, (NE)""",133.8,"28.1 - 147.3 (644)"
31157,"""Scotts Bluff, (NE)""",147.1,"28.1 - 147.3 (644)"
31159,"""Seward, (NE)""",144.2,"28.1 - 147.3 (644)"
31161,"""Sheridan, (NE)""",151,"147.4 - 167.6 (641)"
31163,"""Sherman, (NE)""",145.4,"28.1 - 147.3 (644)"
31165,"""Sioux, (NE)""",145.7,"28.1 - 147.3 (644)"
31167,"""Stanton, (NE)""",149.3,"147.4 - 167.6 (641)"
31169,"""Thayer, (NE)""",183,"167.7 - 186.9 (647)"
31171,"""Thomas, (NE)""",137.3,"28.1 - 147.3 (644)"
31173,"""Thurston, (NE)""",241.1,"216.7 - 502.5 (641)"
31175,"""Valley, (NE)""",161.9,"147.4 - 167.6 (641)"
31177,"""Washington, (NE)""",136.9,"28.1 - 147.3 (644)"
31179,"""Wayne, (NE)""",147.7,"147.4 - 167.6 (641)"
