"cnty_fips","display_name","Value","theme_range"
48373,"""Polk, (TX)""",68.7,"46.2 - 112.3 (634)"
48377,"""Presidio, (TX)""",28.6,"0.0 - 32.6 (652)"
48383,"""Reagan, (TX)""",41.7,"40.8 - 46.1 (652)"
48385,"""Real, (TX)""",36.5,"32.7 - 37.1 (650)"
48389,"""Reeves, (TX)""",32.5,"0.0 - 32.6 (652)"
48391,"""Refugio, (TX)""",38.4,"37.2 - 40.7 (628)"
48395,"""Robertson, (TX)""",40.3,"37.2 - 40.7 (628)"
48399,"""Runnels, (TX)""",41.2,"40.8 - 46.1 (652)"
48403,"""Sabine, (TX)""",52,"46.2 - 112.3 (634)"
48405,"""San Augustine, (TX)""",64.4,"46.2 - 112.3 (634)"
48407,"""San Jacinto, (TX)""",36.4,"32.7 - 37.1 (650)"
48409,"""San Patricio, (TX)""",46,"40.8 - 46.1 (652)"
48411,"""San Saba, (TX)""",42.3,"40.8 - 46.1 (652)"
48413,"""Schleicher, (TX)""",42.6,"40.8 - 46.1 (652)"
48419,"""Shelby, (TX)""",46.1,"40.8 - 46.1 (652)"
48427,"""Starr, (TX)""",26.6,"0.0 - 32.6 (652)"
48431,"""Sterling, (TX)""",44.7,"40.8 - 46.1 (652)"
48435,"""Sutton, (TX)""",41.3,"40.8 - 46.1 (652)"
48443,"""Terrell, (TX)""",38.1,"37.2 - 40.7 (628)"
48451,"""Tom Green, (TX)""",40.3,"37.2 - 40.7 (628)"
48453,"""Travis, (TX)""",38.1,"37.2 - 40.7 (628)"
48455,"""Trinity, (TX)""",56.2,"46.2 - 112.3 (634)"
48457,"""Tyler, (TX)""",47.3,"46.2 - 112.3 (634)"
48461,"""Upton, (TX)""",37.4,"37.2 - 40.7 (628)"
48463,"""Uvalde, (TX)""",40.8,"40.8 - 46.1 (652)"
48465,"""Val Verde, (TX)""",40.6,"37.2 - 40.7 (628)"
48469,"""Victoria, (TX)""",39.3,"37.2 - 40.7 (628)"
48471,"""Walker, (TX)""",40.3,"37.2 - 40.7 (628)"
48473,"""Waller, (TX)""",38.3,"37.2 - 40.7 (628)"
48475,"""Ward, (TX)""",39.6,"37.2 - 40.7 (628)"
48477,"""Washington, (TX)""",36.2,"32.7 - 37.1 (650)"
48479,"""Webb, (TX)""",39.7,"37.2 - 40.7 (628)"
48481,"""Wharton, (TX)""",39,"37.2 - 40.7 (628)"
48489,"""Willacy, (TX)""",26.9,"0.0 - 32.6 (652)"
48491,"""Williamson, (TX)""",37.4,"37.2 - 40.7 (628)"
48493,"""Wilson, (TX)""",38.9,"37.2 - 40.7 (628)"
48495,"""Winkler, (TX)""",42.8,"40.8 - 46.1 (652)"
48505,"""Zapata, (TX)""",37.1,"32.7 - 37.1 (650)"
48507,"""Zavala, (TX)""",42.4,"40.8 - 46.1 (652)"
05007,"""Benton, (AR)""",33.5,"32.7 - 37.1 (650)"
05033,"""Crawford, (AR)""",37,"32.7 - 37.1 (650)"
05047,"""Franklin, (AR)""",43.3,"40.8 - 46.1 (652)"
05057,"""Hempstead, (AR)""",55.4,"46.2 - 112.3 (634)"
05061,"""Howard, (AR)""",45,"40.8 - 46.1 (652)"
05081,"""Little River, (AR)""",52.5,"46.2 - 112.3 (634)"
05083,"""Logan, (AR)""",46.5,"46.2 - 112.3 (634)"
05087,"""Madison, (AR)""",24.5,"0.0 - 32.6 (652)"
05091,"""Miller, (AR)""",53.6,"46.2 - 112.3 (634)"
05113,"""Polk, (AR)""",42.9,"40.8 - 46.1 (652)"
05127,"""Scott, (AR)""",47,"46.2 - 112.3 (634)"
05131,"""Sebastian, (AR)""",52.8,"46.2 - 112.3 (634)"
05133,"""Sevier, (AR)""",44.1,"40.8 - 46.1 (652)"
05143,"""Washington, (AR)""",16.8,"0.0 - 32.6 (652)"
08001,"""Adams, (CO)""",39,"37.2 - 40.7 (628)"
08003,"""Alamosa, (CO)""",45.4,"40.8 - 46.1 (652)"
08005,"""Arapahoe, (CO)""",35.9,"32.7 - 37.1 (650)"
08009,"""Baca, (CO)""",30.7,"0.0 - 32.6 (652)"
08011,"""Bent, (CO)""",35.5,"32.7 - 37.1 (650)"
08013,"""Boulder, (CO)""",35.6,"32.7 - 37.1 (650)"
08014,"""Broomfield, (CO)""",36.8,"32.7 - 37.1 (650)"
08015,"""Chaffee, (CO)""",31.1,"0.0 - 32.6 (652)"
08017,"""Cheyenne, (CO)""",35.3,"32.7 - 37.1 (650)"
08019,"""Clear Creek, (CO)""",33.4,"32.7 - 37.1 (650)"
08021,"""Conejos, (CO)""",33.2,"32.7 - 37.1 (650)"
08023,"""Costilla, (CO)""",21.8,"0.0 - 32.6 (652)"
08025,"""Crowley, (CO)""",37.9,"37.2 - 40.7 (628)"
08027,"""Custer, (CO)""",31.1,"0.0 - 32.6 (652)"
08031,"""Denver, (CO)""",36.9,"32.7 - 37.1 (650)"
08035,"""Douglas, (CO)""",28.1,"0.0 - 32.6 (652)"
08037,"""Eagle, (CO)""",16.5,"0.0 - 32.6 (652)"
08039,"""Elbert, (CO)""",32.5,"0.0 - 32.6 (652)"
08041,"""El Paso, (CO)""",39.3,"37.2 - 40.7 (628)"
08043,"""Fremont, (CO)""",35.7,"32.7 - 37.1 (650)"
08047,"""Gilpin, (CO)""",35.6,"32.7 - 37.1 (650)"
08049,"""Grand, (CO)""",27.5,"0.0 - 32.6 (652)"
08055,"""Huerfano, (CO)""",31.6,"0.0 - 32.6 (652)"
08057,"""Jackson, (CO)""",34,"32.7 - 37.1 (650)"
08059,"""Jefferson, (CO)""",38.1,"37.2 - 40.7 (628)"
08061,"""Kiowa, (CO)""",38.6,"37.2 - 40.7 (628)"
08063,"""Kit Carson, (CO)""",32.2,"0.0 - 32.6 (652)"
08065,"""Lake, (CO)""",23.9,"0.0 - 32.6 (652)"
08069,"""Larimer, (CO)""",35.1,"32.7 - 37.1 (650)"
08071,"""Las Animas, (CO)""",31,"0.0 - 32.6 (652)"
08073,"""Lincoln, (CO)""",36.7,"32.7 - 37.1 (650)"
08075,"""Logan, (CO)""",34.6,"32.7 - 37.1 (650)"
08087,"""Morgan, (CO)""",37.7,"37.2 - 40.7 (628)"
08089,"""Otero, (CO)""",31.6,"0.0 - 32.6 (652)"
08093,"""Park, (CO)""",29.7,"0.0 - 32.6 (652)"
08095,"""Phillips, (CO)""",27.1,"0.0 - 32.6 (652)"
08099,"""Prowers, (CO)""",34.8,"32.7 - 37.1 (650)"
08101,"""Pueblo, (CO)""",35.1,"32.7 - 37.1 (650)"
08105,"""Rio Grande, (CO)""",39.2,"37.2 - 40.7 (628)"
08109,"""Saguache, (CO)""",34.2,"32.7 - 37.1 (650)"
08115,"""Sedgwick, (CO)""",27.7,"0.0 - 32.6 (652)"
08117,"""Summit, (CO)""",18.5,"0.0 - 32.6 (652)"
08119,"""Teller, (CO)""",30.8,"0.0 - 32.6 (652)"
08121,"""Washington, (CO)""",37.4,"37.2 - 40.7 (628)"
08123,"""Weld, (CO)""",36.5,"32.7 - 37.1 (650)"
08125,"""Yuma, (CO)""",29.9,"0.0 - 32.6 (652)"
19001,"""Adair, (IA)""",28,"0.0 - 32.6 (652)"
19003,"""Adams, (IA)""",30.8,"0.0 - 32.6 (652)"
19009,"""Audubon, (IA)""",34.9,"32.7 - 37.1 (650)"
19015,"""Boone, (IA)""",30.3,"0.0 - 32.6 (652)"
19021,"""Buena Vista, (IA)""",32.4,"0.0 - 32.6 (652)"
19025,"""Calhoun, (IA)""",38.1,"37.2 - 40.7 (628)"
19027,"""Carroll, (IA)""",36,"32.7 - 37.1 (650)"
19029,"""Cass, (IA)""",34.6,"32.7 - 37.1 (650)"
19035,"""Cherokee, (IA)""",29.2,"0.0 - 32.6 (652)"
19039,"""Clarke, (IA)""",37.4,"37.2 - 40.7 (628)"
19041,"""Clay, (IA)""",33.8,"32.7 - 37.1 (650)"
19047,"""Crawford, (IA)""",33.7,"32.7 - 37.1 (650)"
19049,"""Dallas, (IA)""",30.5,"0.0 - 32.6 (652)"
19053,"""Decatur, (IA)""",36.6,"32.7 - 37.1 (650)"
19059,"""Dickinson, (IA)""",34,"32.7 - 37.1 (650)"
19063,"""Emmet, (IA)""",31.3,"0.0 - 32.6 (652)"
19071,"""Fremont, (IA)""",29.5,"0.0 - 32.6 (652)"
19073,"""Greene, (IA)""",32.7,"32.7 - 37.1 (650)"
19077,"""Guthrie, (IA)""",30.4,"0.0 - 32.6 (652)"
19079,"""Hamilton, (IA)""",36.9,"32.7 - 37.1 (650)"
19081,"""Hancock, (IA)""",32.5,"0.0 - 32.6 (652)"
19085,"""Harrison, (IA)""",34.4,"32.7 - 37.1 (650)"
19091,"""Humboldt, (IA)""",35.3,"32.7 - 37.1 (650)"
19093,"""Ida, (IA)""",31.7,"0.0 - 32.6 (652)"
19109,"""Kossuth, (IA)""",32.4,"0.0 - 32.6 (652)"
19119,"""Lyon, (IA)""",31.7,"0.0 - 32.6 (652)"
19121,"""Madison, (IA)""",31,"0.0 - 32.6 (652)"
19129,"""Mills, (IA)""",30.9,"0.0 - 32.6 (652)"
19133,"""Monona, (IA)""",32.1,"0.0 - 32.6 (652)"
19137,"""Montgomery, (IA)""",35.5,"32.7 - 37.1 (650)"
19141,"""O'Brien, (IA)""",29.1,"0.0 - 32.6 (652)"
19143,"""Osceola, (IA)""",31.6,"0.0 - 32.6 (652)"
19145,"""Page, (IA)""",29.2,"0.0 - 32.6 (652)"
19147,"""Palo Alto, (IA)""",33.5,"32.7 - 37.1 (650)"
19149,"""Plymouth, (IA)""",29,"0.0 - 32.6 (652)"
19151,"""Pocahontas, (IA)""",34.1,"32.7 - 37.1 (650)"
19155,"""Pottawattamie, (IA)""",33.4,"32.7 - 37.1 (650)"
19159,"""Ringgold, (IA)""",33.4,"32.7 - 37.1 (650)"
19161,"""Sac, (IA)""",36.6,"32.7 - 37.1 (650)"
19165,"""Shelby, (IA)""",37,"32.7 - 37.1 (650)"
19167,"""Sioux, (IA)""",25,"0.0 - 32.6 (652)"
19173,"""Taylor, (IA)""",27.5,"0.0 - 32.6 (652)"
19175,"""Union, (IA)""",32.4,"0.0 - 32.6 (652)"
19187,"""Webster, (IA)""",35.7,"32.7 - 37.1 (650)"
19189,"""Winnebago, (IA)""",33.7,"32.7 - 37.1 (650)"
19193,"""Woodbury, (IA)""",30,"0.0 - 32.6 (652)"
19197,"""Wright, (IA)""",35.6,"32.7 - 37.1 (650)"
20001,"""Allen, (KS)""",40.8,"40.8 - 46.1 (652)"
20003,"""Anderson, (KS)""",38.2,"37.2 - 40.7 (628)"
20005,"""Atchison, (KS)""",37.9,"37.2 - 40.7 (628)"
20007,"""Barber, (KS)""",47.6,"46.2 - 112.3 (634)"
20009,"""Barton, (KS)""",33.8,"32.7 - 37.1 (650)"
20011,"""Bourbon, (KS)""",37.9,"37.2 - 40.7 (628)"
20013,"""Brown, (KS)""",40.3,"37.2 - 40.7 (628)"
20015,"""Butler, (KS)""",39.4,"37.2 - 40.7 (628)"
20017,"""Chase, (KS)""",40.1,"37.2 - 40.7 (628)"
20019,"""Chautauqua, (KS)""",38.9,"37.2 - 40.7 (628)"
20021,"""Cherokee, (KS)""",41.8,"40.8 - 46.1 (652)"
20023,"""Cheyenne, (KS)""",33.8,"32.7 - 37.1 (650)"
20025,"""Clark, (KS)""",28.1,"0.0 - 32.6 (652)"
20027,"""Clay, (KS)""",41.5,"40.8 - 46.1 (652)"
20029,"""Cloud, (KS)""",42.7,"40.8 - 46.1 (652)"
20031,"""Coffey, (KS)""",41,"40.8 - 46.1 (652)"
20033,"""Comanche, (KS)""",37.3,"37.2 - 40.7 (628)"
20035,"""Cowley, (KS)""",39.6,"37.2 - 40.7 (628)"
20037,"""Crawford, (KS)""",40.2,"37.2 - 40.7 (628)"
20039,"""Decatur, (KS)""",25.9,"0.0 - 32.6 (652)"
20041,"""Dickinson, (KS)""",42.9,"40.8 - 46.1 (652)"
20043,"""Doniphan, (KS)""",41.6,"40.8 - 46.1 (652)"
20045,"""Douglas, (KS)""",37.1,"32.7 - 37.1 (650)"
20047,"""Edwards, (KS)""",30.4,"0.0 - 32.6 (652)"
20049,"""Elk, (KS)""",41.2,"40.8 - 46.1 (652)"
20051,"""Ellis, (KS)""",34.9,"32.7 - 37.1 (650)"
20053,"""Ellsworth, (KS)""",40.4,"37.2 - 40.7 (628)"
20055,"""Finney, (KS)""",25.9,"0.0 - 32.6 (652)"
20057,"""Ford, (KS)""",30.3,"0.0 - 32.6 (652)"
20059,"""Franklin, (KS)""",35.7,"32.7 - 37.1 (650)"
20061,"""Geary, (KS)""",39.7,"37.2 - 40.7 (628)"
20063,"""Gove, (KS)""",19.9,"0.0 - 32.6 (652)"
20065,"""Graham, (KS)""",25.6,"0.0 - 32.6 (652)"
20067,"""Grant, (KS)""",24.9,"0.0 - 32.6 (652)"
20069,"""Gray, (KS)""",28.2,"0.0 - 32.6 (652)"
20071,"""Greeley, (KS)""",38.4,"37.2 - 40.7 (628)"
20073,"""Greenwood, (KS)""",40.5,"37.2 - 40.7 (628)"
20075,"""Hamilton, (KS)""",29.9,"0.0 - 32.6 (652)"
20077,"""Harper, (KS)""",43.5,"40.8 - 46.1 (652)"
20079,"""Harvey, (KS)""",38.9,"37.2 - 40.7 (628)"
20081,"""Haskell, (KS)""",30.2,"0.0 - 32.6 (652)"
20083,"""Hodgeman, (KS)""",27.3,"0.0 - 32.6 (652)"
20085,"""Jackson, (KS)""",39.3,"37.2 - 40.7 (628)"
20087,"""Jefferson, (KS)""",38.1,"37.2 - 40.7 (628)"
20089,"""Jewell, (KS)""",37.2,"37.2 - 40.7 (628)"
20091,"""Johnson, (KS)""",32.6,"0.0 - 32.6 (652)"
20093,"""Kearny, (KS)""",25.5,"0.0 - 32.6 (652)"
20095,"""Kingman, (KS)""",46.2,"46.2 - 112.3 (634)"
20097,"""Kiowa, (KS)""",32.2,"0.0 - 32.6 (652)"
20099,"""Labette, (KS)""",39.7,"37.2 - 40.7 (628)"
20101,"""Lane, (KS)""",23.1,"0.0 - 32.6 (652)"
20103,"""Leavenworth, (KS)""",35.1,"32.7 - 37.1 (650)"
20105,"""Lincoln, (KS)""",45,"40.8 - 46.1 (652)"
20107,"""Linn, (KS)""",39.6,"37.2 - 40.7 (628)"
20109,"""Logan, (KS)""",30.6,"0.0 - 32.6 (652)"
20111,"""Lyon, (KS)""",40.2,"37.2 - 40.7 (628)"
20113,"""McPherson, (KS)""",41.3,"40.8 - 46.1 (652)"
20115,"""Marion, (KS)""",42.9,"40.8 - 46.1 (652)"
20117,"""Marshall, (KS)""",37.7,"37.2 - 40.7 (628)"
20119,"""Meade, (KS)""",32.5,"0.0 - 32.6 (652)"
20121,"""Miami, (KS)""",31.7,"0.0 - 32.6 (652)"
20123,"""Mitchell, (KS)""",44.6,"40.8 - 46.1 (652)"
20125,"""Montgomery, (KS)""",41.9,"40.8 - 46.1 (652)"
20127,"""Morris, (KS)""",39.7,"37.2 - 40.7 (628)"
20129,"""Morton, (KS)""",43.3,"40.8 - 46.1 (652)"
20131,"""Nemaha, (KS)""",44.6,"40.8 - 46.1 (652)"
20133,"""Neosho, (KS)""",40.3,"37.2 - 40.7 (628)"
20135,"""Ness, (KS)""",27.8,"0.0 - 32.6 (652)"
20137,"""Norton, (KS)""",28.5,"0.0 - 32.6 (652)"
20139,"""Osage, (KS)""",39.2,"37.2 - 40.7 (628)"
20141,"""Osborne, (KS)""",36.6,"32.7 - 37.1 (650)"
20143,"""Ottawa, (KS)""",45.2,"40.8 - 46.1 (652)"
20145,"""Pawnee, (KS)""",31.7,"0.0 - 32.6 (652)"
20147,"""Phillips, (KS)""",32,"0.0 - 32.6 (652)"
20149,"""Pottawatomie, (KS)""",39.2,"37.2 - 40.7 (628)"
20151,"""Pratt, (KS)""",41.6,"40.8 - 46.1 (652)"
20153,"""Rawlins, (KS)""",29.9,"0.0 - 32.6 (652)"
20155,"""Reno, (KS)""",37.1,"32.7 - 37.1 (650)"
20157,"""Republic, (KS)""",39.2,"37.2 - 40.7 (628)"
20159,"""Rice, (KS)""",35.9,"32.7 - 37.1 (650)"
20161,"""Riley, (KS)""",40.2,"37.2 - 40.7 (628)"
20163,"""Rooks, (KS)""",31.4,"0.0 - 32.6 (652)"
20165,"""Rush, (KS)""",41.2,"40.8 - 46.1 (652)"
20167,"""Russell, (KS)""",38.7,"37.2 - 40.7 (628)"
20169,"""Saline, (KS)""",43,"40.8 - 46.1 (652)"
20171,"""Scott, (KS)""",23.7,"0.0 - 32.6 (652)"
20173,"""Sedgwick, (KS)""",38.6,"37.2 - 40.7 (628)"
20175,"""Seward, (KS)""",42.2,"40.8 - 46.1 (652)"
20177,"""Shawnee, (KS)""",39.8,"37.2 - 40.7 (628)"
20179,"""Sheridan, (KS)""",24.7,"0.0 - 32.6 (652)"
20181,"""Sherman, (KS)""",33,"32.7 - 37.1 (650)"
20183,"""Smith, (KS)""",28.7,"0.0 - 32.6 (652)"
20185,"""Stafford, (KS)""",34.8,"32.7 - 37.1 (650)"
20187,"""Stanton, (KS)""",27.2,"0.0 - 32.6 (652)"
20189,"""Stevens, (KS)""",37.7,"37.2 - 40.7 (628)"
20191,"""Sumner, (KS)""",43.3,"40.8 - 46.1 (652)"
20193,"""Thomas, (KS)""",29.1,"0.0 - 32.6 (652)"
20195,"""Trego, (KS)""",31.2,"0.0 - 32.6 (652)"
20197,"""Wabaunsee, (KS)""",39.3,"37.2 - 40.7 (628)"
20199,"""Wallace, (KS)""",42.5,"40.8 - 46.1 (652)"
20201,"""Washington, (KS)""",38.4,"37.2 - 40.7 (628)"
20203,"""Wichita, (KS)""",32.2,"0.0 - 32.6 (652)"
20205,"""Wilson, (KS)""",38,"37.2 - 40.7 (628)"
20207,"""Woodson, (KS)""",38.1,"37.2 - 40.7 (628)"
20209,"""Wyandotte, (KS)""",40.4,"37.2 - 40.7 (628)"
22017,"""Caddo, (LA)""",48.9,"46.2 - 112.3 (634)"
27013,"""Blue Earth, (MN)""",36.4,"32.7 - 37.1 (650)"
27015,"""Brown, (MN)""",38,"37.2 - 40.7 (628)"
27033,"""Cottonwood, (MN)""",40.2,"37.2 - 40.7 (628)"
27043,"""Faribault, (MN)""",35,"32.7 - 37.1 (650)"
27063,"""Jackson, (MN)""",34.1,"32.7 - 37.1 (650)"
27079,"""Le Sueur, (MN)""",32.8,"32.7 - 37.1 (650)"
27081,"""Lincoln, (MN)""",36.9,"32.7 - 37.1 (650)"
27083,"""Lyon, (MN)""",40.9,"40.8 - 46.1 (652)"
27091,"""Martin, (MN)""",33.3,"32.7 - 37.1 (650)"
27101,"""Murray, (MN)""",39.1,"37.2 - 40.7 (628)"
27103,"""Nicollet, (MN)""",34,"32.7 - 37.1 (650)"
27105,"""Nobles, (MN)""",36,"32.7 - 37.1 (650)"
27117,"""Pipestone, (MN)""",36.2,"32.7 - 37.1 (650)"
27127,"""Redwood, (MN)""",36.3,"32.7 - 37.1 (650)"
27133,"""Rock, (MN)""",36.3,"32.7 - 37.1 (650)"
27143,"""Sibley, (MN)""",29.8,"0.0 - 32.6 (652)"
27165,"""Watonwan, (MN)""",37.4,"37.2 - 40.7 (628)"
29003,"""Andrew, (MO)""",37.2,"37.2 - 40.7 (628)"
29005,"""Atchison, (MO)""",29.9,"0.0 - 32.6 (652)"
29009,"""Barry, (MO)""",36.5,"32.7 - 37.1 (650)"
29011,"""Barton, (MO)""",40.6,"37.2 - 40.7 (628)"
29013,"""Bates, (MO)""",42.4,"40.8 - 46.1 (652)"
29021,"""Buchanan, (MO)""",44.1,"40.8 - 46.1 (652)"
29025,"""Caldwell, (MO)""",47.8,"46.2 - 112.3 (634)"
29037,"""Cass, (MO)""",33.8,"32.7 - 37.1 (650)"
29039,"""Cedar, (MO)""",45.3,"40.8 - 46.1 (652)"
29047,"""Clay, (MO)""",34.5,"32.7 - 37.1 (650)"
29049,"""Clinton, (MO)""",49.1,"46.2 - 112.3 (634)"
29057,"""Dade, (MO)""",41.1,"40.8 - 46.1 (652)"
29061,"""Daviess, (MO)""",43,"40.8 - 46.1 (652)"
29063,"""DeKalb, (MO)""",46.2,"46.2 - 112.3 (634)"
29075,"""Gentry, (MO)""",41.5,"40.8 - 46.1 (652)"
29081,"""Harrison, (MO)""",43.1,"40.8 - 46.1 (652)"
29083,"""Henry, (MO)""",41,"40.8 - 46.1 (652)"
29087,"""Holt, (MO)""",29.4,"0.0 - 32.6 (652)"
29095,"""Jackson, (MO)""",38.6,"37.2 - 40.7 (628)"
29097,"""Jasper, (MO)""",41.6,"40.8 - 46.1 (652)"
29101,"""Johnson, (MO)""",36.8,"32.7 - 37.1 (650)"
29107,"""Lafayette, (MO)""",38.6,"37.2 - 40.7 (628)"
29109,"""Lawrence, (MO)""",40.7,"37.2 - 40.7 (628)"
29119,"""McDonald, (MO)""",36,"32.7 - 37.1 (650)"
29145,"""Newton, (MO)""",41.4,"40.8 - 46.1 (652)"
29147,"""Nodaway, (MO)""",30.4,"0.0 - 32.6 (652)"
29165,"""Platte, (MO)""",35.5,"32.7 - 37.1 (650)"
29177,"""Ray, (MO)""",38.8,"37.2 - 40.7 (628)"
29185,"""St. Clair, (MO)""",46.2,"46.2 - 112.3 (634)"
29217,"""Vernon, (MO)""",41.6,"40.8 - 46.1 (652)"
29227,"""Worth, (MO)""",31.7,"0.0 - 32.6 (652)"
31001,"""Adams, (NE)""",30,"0.0 - 32.6 (652)"
31003,"""Antelope, (NE)""",34.5,"32.7 - 37.1 (650)"
31005,"""Arthur, (NE)""",29.3,"0.0 - 32.6 (652)"
31007,"""Banner, (NE)""",26.4,"0.0 - 32.6 (652)"
31009,"""Blaine, (NE)""",28.4,"0.0 - 32.6 (652)"
31011,"""Boone, (NE)""",35.8,"32.7 - 37.1 (650)"
31013,"""Box Butte, (NE)""",23.3,"0.0 - 32.6 (652)"
31015,"""Boyd, (NE)""",36.6,"32.7 - 37.1 (650)"
31017,"""Brown, (NE)""",28.4,"0.0 - 32.6 (652)"
31019,"""Buffalo, (NE)""",27.5,"0.0 - 32.6 (652)"
31021,"""Burt, (NE)""",29.1,"0.0 - 32.6 (652)"
31023,"""Butler, (NE)""",36,"32.7 - 37.1 (650)"
31025,"""Cass, (NE)""",31.6,"0.0 - 32.6 (652)"
31027,"""Cedar, (NE)""",32.5,"0.0 - 32.6 (652)"
31029,"""Chase, (NE)""",25.6,"0.0 - 32.6 (652)"
31031,"""Cherry, (NE)""",25.7,"0.0 - 32.6 (652)"
31033,"""Cheyenne, (NE)""",27.2,"0.0 - 32.6 (652)"
31035,"""Clay, (NE)""",35.8,"32.7 - 37.1 (650)"
31037,"""Colfax, (NE)""",33,"32.7 - 37.1 (650)"
31039,"""Cuming, (NE)""",30.4,"0.0 - 32.6 (652)"
31041,"""Custer, (NE)""",23.9,"0.0 - 32.6 (652)"
31043,"""Dakota, (NE)""",32.1,"0.0 - 32.6 (652)"
31045,"""Dawes, (NE)""",29.4,"0.0 - 32.6 (652)"
31047,"""Dawson, (NE)""",24.1,"0.0 - 32.6 (652)"
31049,"""Deuel, (NE)""",23.6,"0.0 - 32.6 (652)"
31051,"""Dixon, (NE)""",33.6,"32.7 - 37.1 (650)"
31053,"""Dodge, (NE)""",34,"32.7 - 37.1 (650)"
31055,"""Douglas, (NE)""",34,"32.7 - 37.1 (650)"
31057,"""Dundy, (NE)""",27.2,"0.0 - 32.6 (652)"
31059,"""Fillmore, (NE)""",38.3,"37.2 - 40.7 (628)"
31061,"""Franklin, (NE)""",27.7,"0.0 - 32.6 (652)"
31063,"""Frontier, (NE)""",24,"0.0 - 32.6 (652)"
31065,"""Furnas, (NE)""",27.6,"0.0 - 32.6 (652)"
31067,"""Gage, (NE)""",34.9,"32.7 - 37.1 (650)"
31069,"""Garden, (NE)""",27.8,"0.0 - 32.6 (652)"
31071,"""Garfield, (NE)""",34.3,"32.7 - 37.1 (650)"
31073,"""Gosper, (NE)""",25.1,"0.0 - 32.6 (652)"
31075,"""Grant, (NE)""",43.7,"40.8 - 46.1 (652)"
31077,"""Greeley, (NE)""",35.8,"32.7 - 37.1 (650)"
31079,"""Hall, (NE)""",32.4,"0.0 - 32.6 (652)"
31081,"""Hamilton, (NE)""",35.9,"32.7 - 37.1 (650)"
31083,"""Harlan, (NE)""",27.6,"0.0 - 32.6 (652)"
31085,"""Hayes, (NE)""",22.4,"0.0 - 32.6 (652)"
31087,"""Hitchcock, (NE)""",24.2,"0.0 - 32.6 (652)"
31089,"""Holt, (NE)""",28.6,"0.0 - 32.6 (652)"
31091,"""Hooker, (NE)""",-1,
31093,"""Howard, (NE)""",32,"0.0 - 32.6 (652)"
31095,"""Jefferson, (NE)""",32.1,"0.0 - 32.6 (652)"
31097,"""Johnson, (NE)""",34.6,"32.7 - 37.1 (650)"
31099,"""Kearney, (NE)""",25.6,"0.0 - 32.6 (652)"
31101,"""Keith, (NE)""",22.5,"0.0 - 32.6 (652)"
31103,"""Keya Paha, (NE)""",36,"32.7 - 37.1 (650)"
31105,"""Kimball, (NE)""",34.2,"32.7 - 37.1 (650)"
31107,"""Knox, (NE)""",31.6,"0.0 - 32.6 (652)"
31109,"""Lancaster, (NE)""",34.1,"32.7 - 37.1 (650)"
31111,"""Lincoln, (NE)""",23.2,"0.0 - 32.6 (652)"
31113,"""Logan, (NE)""",24.2,"0.0 - 32.6 (652)"
31115,"""Loup, (NE)""",33.7,"32.7 - 37.1 (650)"
31117,"""McPherson, (NE)""",23.7,"0.0 - 32.6 (652)"
31119,"""Madison, (NE)""",33.7,"32.7 - 37.1 (650)"
31121,"""Merrick, (NE)""",36.5,"32.7 - 37.1 (650)"
31123,"""Morrill, (NE)""",21.8,"0.0 - 32.6 (652)"
31125,"""Nance, (NE)""",36.9,"32.7 - 37.1 (650)"
31127,"""Nemaha, (NE)""",33.8,"32.7 - 37.1 (650)"
31129,"""Nuckolls, (NE)""",29.1,"0.0 - 32.6 (652)"
31131,"""Otoe, (NE)""",33.8,"32.7 - 37.1 (650)"
31133,"""Pawnee, (NE)""",37.6,"37.2 - 40.7 (628)"
31135,"""Perkins, (NE)""",24.2,"0.0 - 32.6 (652)"
31137,"""Phelps, (NE)""",25.2,"0.0 - 32.6 (652)"
31139,"""Pierce, (NE)""",30.3,"0.0 - 32.6 (652)"
31141,"""Platte, (NE)""",36.1,"32.7 - 37.1 (650)"
31143,"""Polk, (NE)""",38.3,"37.2 - 40.7 (628)"
31145,"""Red Willow, (NE)""",26.3,"0.0 - 32.6 (652)"
31147,"""Richardson, (NE)""",38.2,"37.2 - 40.7 (628)"
31149,"""Rock, (NE)""",35.7,"32.7 - 37.1 (650)"
31151,"""Saline, (NE)""",36,"32.7 - 37.1 (650)"
31153,"""Sarpy, (NE)""",31.2,"0.0 - 32.6 (652)"
31155,"""Saunders, (NE)""",33.6,"32.7 - 37.1 (650)"
31157,"""Scotts Bluff, (NE)""",20.9,"0.0 - 32.6 (652)"
31159,"""Seward, (NE)""",36.2,"32.7 - 37.1 (650)"
31161,"""Sheridan, (NE)""",26.4,"0.0 - 32.6 (652)"
31163,"""Sherman, (NE)""",25.9,"0.0 - 32.6 (652)"
31165,"""Sioux, (NE)""",24,"0.0 - 32.6 (652)"
31167,"""Stanton, (NE)""",32.6,"0.0 - 32.6 (652)"
31169,"""Thayer, (NE)""",32.7,"32.7 - 37.1 (650)"
31171,"""Thomas, (NE)""",-1,
31173,"""Thurston, (NE)""",30.1,"0.0 - 32.6 (652)"
31175,"""Valley, (NE)""",30,"0.0 - 32.6 (652)"
31177,"""Washington, (NE)""",34.6,"32.7 - 37.1 (650)"
31179,"""Wayne, (NE)""",31,"0.0 - 32.6 (652)"
31181,"""Webster, (NE)""",27.1,"0.0 - 32.6 (652)"
