"cnty_fips","display_name","Value","theme_range"
31183,"""Wheeler, (NE)""",36.8,"32.7 - 37.1 (650)"
31185,"""York, (NE)""",38.3,"37.2 - 40.7 (628)"
35001,"""Bernalillo, (NM)""",36.3,"32.7 - 37.1 (650)"
35005,"""Chaves, (NM)""",30.2,"0.0 - 32.6 (652)"
35007,"""Colfax, (NM)""",22.6,"0.0 - 32.6 (652)"
35009,"""Curry, (NM)""",32.8,"32.7 - 37.1 (650)"
35011,"""De Baca, (NM)""",28.2,"0.0 - 32.6 (652)"
35015,"""Eddy, (NM)""",33.8,"32.7 - 37.1 (650)"
35019,"""Guadalupe, (NM)""",34.8,"32.7 - 37.1 (650)"
35021,"""Harding, (NM)""",33.6,"32.7 - 37.1 (650)"
35025,"""Lea, (NM)""",39,"37.2 - 40.7 (628)"
35027,"""Lincoln, (NM)""",31.7,"0.0 - 32.6 (652)"
35028,"""Los Alamos, (NM)""",28.3,"0.0 - 32.6 (652)"
35033,"""Mora, (NM)""",27.8,"0.0 - 32.6 (652)"
35035,"""Otero, (NM)""",32.1,"0.0 - 32.6 (652)"
35037,"""Quay, (NM)""",33.8,"32.7 - 37.1 (650)"
35039,"""Rio Arriba, (NM)""",34.9,"32.7 - 37.1 (650)"
35041,"""Roosevelt, (NM)""",31.6,"0.0 - 32.6 (652)"
35047,"""San Miguel, (NM)""",28.2,"0.0 - 32.6 (652)"
35049,"""Santa Fe, (NM)""",28.9,"0.0 - 32.6 (652)"
35055,"""Taos, (NM)""",24.4,"0.0 - 32.6 (652)"
35057,"""Torrance, (NM)""",34.1,"32.7 - 37.1 (650)"
35059,"""Union, (NM)""",30.8,"0.0 - 32.6 (652)"
40001,"""Adair, (OK)""",34.4,"32.7 - 37.1 (650)"
40003,"""Alfalfa, (OK)""",42.1,"40.8 - 46.1 (652)"
40005,"""Atoka, (OK)""",37.6,"37.2 - 40.7 (628)"
40007,"""Beaver, (OK)""",42.6,"40.8 - 46.1 (652)"
40009,"""Beckham, (OK)""",44.6,"40.8 - 46.1 (652)"
40011,"""Blaine, (OK)""",43.5,"40.8 - 46.1 (652)"
40013,"""Bryan, (OK)""",41.1,"40.8 - 46.1 (652)"
40015,"""Caddo, (OK)""",41.7,"40.8 - 46.1 (652)"
40017,"""Canadian, (OK)""",41.7,"40.8 - 46.1 (652)"
40019,"""Carter, (OK)""",37.8,"37.2 - 40.7 (628)"
40021,"""Cherokee, (OK)""",43.4,"40.8 - 46.1 (652)"
40023,"""Choctaw, (OK)""",42.4,"40.8 - 46.1 (652)"
40025,"""Cimarron, (OK)""",40.6,"37.2 - 40.7 (628)"
40027,"""Cleveland, (OK)""",38.7,"37.2 - 40.7 (628)"
40029,"""Coal, (OK)""",36.7,"32.7 - 37.1 (650)"
40031,"""Comanche, (OK)""",35,"32.7 - 37.1 (650)"
40033,"""Cotton, (OK)""",42.8,"40.8 - 46.1 (652)"
40035,"""Craig, (OK)""",36.7,"32.7 - 37.1 (650)"
40037,"""Creek, (OK)""",41.9,"40.8 - 46.1 (652)"
40039,"""Custer, (OK)""",46.5,"46.2 - 112.3 (634)"
40041,"""Delaware, (OK)""",36,"32.7 - 37.1 (650)"
40043,"""Dewey, (OK)""",45.1,"40.8 - 46.1 (652)"
40045,"""Ellis, (OK)""",41.1,"40.8 - 46.1 (652)"
40047,"""Garfield, (OK)""",43.2,"40.8 - 46.1 (652)"
40049,"""Garvin, (OK)""",45.4,"40.8 - 46.1 (652)"
40051,"""Grady, (OK)""",39.3,"37.2 - 40.7 (628)"
40053,"""Grant, (OK)""",46.6,"46.2 - 112.3 (634)"
40055,"""Greer, (OK)""",42.2,"40.8 - 46.1 (652)"
40057,"""Harmon, (OK)""",40.2,"37.2 - 40.7 (628)"
40059,"""Harper, (OK)""",39.4,"37.2 - 40.7 (628)"
40061,"""Haskell, (OK)""",44.6,"40.8 - 46.1 (652)"
40063,"""Hughes, (OK)""",38.2,"37.2 - 40.7 (628)"
40065,"""Jackson, (OK)""",42.6,"40.8 - 46.1 (652)"
40067,"""Jefferson, (OK)""",55.4,"46.2 - 112.3 (634)"
40069,"""Johnston, (OK)""",34.7,"32.7 - 37.1 (650)"
40071,"""Kay, (OK)""",46.2,"46.2 - 112.3 (634)"
40073,"""Kingfisher, (OK)""",43.4,"40.8 - 46.1 (652)"
40075,"""Kiowa, (OK)""",38.7,"37.2 - 40.7 (628)"
40077,"""Latimer, (OK)""",42.8,"40.8 - 46.1 (652)"
40079,"""Le Flore, (OK)""",46.8,"46.2 - 112.3 (634)"
40081,"""Lincoln, (OK)""",45.5,"40.8 - 46.1 (652)"
40083,"""Logan, (OK)""",43.2,"40.8 - 46.1 (652)"
40085,"""Love, (OK)""",38.6,"37.2 - 40.7 (628)"
40087,"""McClain, (OK)""",48.9,"46.2 - 112.3 (634)"
40089,"""McCurtain, (OK)""",48.7,"46.2 - 112.3 (634)"
40091,"""McIntosh, (OK)""",40.3,"37.2 - 40.7 (628)"
40093,"""Major, (OK)""",43.6,"40.8 - 46.1 (652)"
40095,"""Marshall, (OK)""",34.8,"32.7 - 37.1 (650)"
40097,"""Mayes, (OK)""",34.3,"32.7 - 37.1 (650)"
40099,"""Murray, (OK)""",37.5,"37.2 - 40.7 (628)"
40101,"""Muskogee, (OK)""",56,"46.2 - 112.3 (634)"
40103,"""Noble, (OK)""",41.4,"40.8 - 46.1 (652)"
40105,"""Nowata, (OK)""",39.6,"37.2 - 40.7 (628)"
40107,"""Okfuskee, (OK)""",40.3,"37.2 - 40.7 (628)"
40109,"""Oklahoma, (OK)""",44.4,"40.8 - 46.1 (652)"
40111,"""Okmulgee, (OK)""",42.7,"40.8 - 46.1 (652)"
40113,"""Osage, (OK)""",42.2,"40.8 - 46.1 (652)"
40115,"""Ottawa, (OK)""",39.7,"37.2 - 40.7 (628)"
40117,"""Pawnee, (OK)""",41.5,"40.8 - 46.1 (652)"
40119,"""Payne, (OK)""",40.4,"37.2 - 40.7 (628)"
40121,"""Pittsburg, (OK)""",38.3,"37.2 - 40.7 (628)"
40123,"""Pontotoc, (OK)""",39.8,"37.2 - 40.7 (628)"
40125,"""Pottawatomie, (OK)""",51.2,"46.2 - 112.3 (634)"
40127,"""Pushmataha, (OK)""",44.7,"40.8 - 46.1 (652)"
40129,"""Roger Mills, (OK)""",47.4,"46.2 - 112.3 (634)"
40131,"""Rogers, (OK)""",33.8,"32.7 - 37.1 (650)"
40133,"""Seminole, (OK)""",48.1,"46.2 - 112.3 (634)"
40135,"""Sequoyah, (OK)""",44.3,"40.8 - 46.1 (652)"
40137,"""Stephens, (OK)""",45.9,"40.8 - 46.1 (652)"
40139,"""Texas, (OK)""",40.8,"40.8 - 46.1 (652)"
40141,"""Tillman, (OK)""",42,"40.8 - 46.1 (652)"
40143,"""Tulsa, (OK)""",41.7,"40.8 - 46.1 (652)"
40145,"""Wagoner, (OK)""",36.3,"32.7 - 37.1 (650)"
40147,"""Washington, (OK)""",40.1,"37.2 - 40.7 (628)"
40149,"""Washita, (OK)""",47.4,"46.2 - 112.3 (634)"
40151,"""Woods, (OK)""",40.6,"37.2 - 40.7 (628)"
40153,"""Woodward, (OK)""",42,"40.8 - 46.1 (652)"
46003,"""Aurora, (SD)""",39.2,"37.2 - 40.7 (628)"
46005,"""Beadle, (SD)""",39.4,"37.2 - 40.7 (628)"
46007,"""Bennett, (SD)""",29.7,"0.0 - 32.6 (652)"
46009,"""Bon Homme, (SD)""",33.1,"32.7 - 37.1 (650)"
46011,"""Brookings, (SD)""",42.2,"40.8 - 46.1 (652)"
46015,"""Brule, (SD)""",30.2,"0.0 - 32.6 (652)"
46017,"""Buffalo, (SD)""",36.7,"32.7 - 37.1 (650)"
46023,"""Charles Mix, (SD)""",35.7,"32.7 - 37.1 (650)"
46027,"""Clay, (SD)""",36.7,"32.7 - 37.1 (650)"
46033,"""Custer, (SD)""",33,"32.7 - 37.1 (650)"
46035,"""Davison, (SD)""",46.7,"46.2 - 112.3 (634)"
46043,"""Douglas, (SD)""",45.9,"40.8 - 46.1 (652)"
46047,"""Fall River, (SD)""",32.1,"0.0 - 32.6 (652)"
46053,"""Gregory, (SD)""",43,"40.8 - 46.1 (652)"
46055,"""Haakon, (SD)""",27.3,"0.0 - 32.6 (652)"
46059,"""Hand, (SD)""",41.2,"40.8 - 46.1 (652)"
46061,"""Hanson, (SD)""",50.4,"46.2 - 112.3 (634)"
46065,"""Hughes, (SD)""",39.6,"37.2 - 40.7 (628)"
46067,"""Hutchinson, (SD)""",41.4,"40.8 - 46.1 (652)"
46069,"""Hyde, (SD)""",42.2,"40.8 - 46.1 (652)"
46071,"""Jackson, (SD)""",28.4,"0.0 - 32.6 (652)"
46073,"""Jerauld, (SD)""",36.7,"32.7 - 37.1 (650)"
46075,"""Jones, (SD)""",39,"37.2 - 40.7 (628)"
46077,"""Kingsbury, (SD)""",41,"40.8 - 46.1 (652)"
46079,"""Lake, (SD)""",36.5,"32.7 - 37.1 (650)"
46081,"""Lawrence, (SD)""",29.1,"0.0 - 32.6 (652)"
46083,"""Lincoln, (SD)""",23.3,"0.0 - 32.6 (652)"
46085,"""Lyman, (SD)""",38.8,"37.2 - 40.7 (628)"
46087,"""McCook, (SD)""",37.2,"37.2 - 40.7 (628)"
46093,"""Meade, (SD)""",28.4,"0.0 - 32.6 (652)"
46095,"""Mellette, (SD)""",39.2,"37.2 - 40.7 (628)"
46097,"""Miner, (SD)""",43.5,"40.8 - 46.1 (652)"
46099,"""Minnehaha, (SD)""",35.1,"32.7 - 37.1 (650)"
46101,"""Moody, (SD)""",37,"32.7 - 37.1 (650)"
46103,"""Pennington, (SD)""",27.7,"0.0 - 32.6 (652)"
46111,"""Sanborn, (SD)""",44.3,"40.8 - 46.1 (652)"
46102,"""Oglala Lakota, (SD)""",22.8,"0.0 - 32.6 (652)"
46117,"""Stanley, (SD)""",33,"32.7 - 37.1 (650)"
46121,"""Todd, (SD)""",33.7,"32.7 - 37.1 (650)"
46123,"""Tripp, (SD)""",39.6,"37.2 - 40.7 (628)"
46125,"""Turner, (SD)""",34.9,"32.7 - 37.1 (650)"
46127,"""Union, (SD)""",31.1,"0.0 - 32.6 (652)"
46135,"""Yankton, (SD)""",36.1,"32.7 - 37.1 (650)"
48003,"""Andrews, (TX)""",40,"37.2 - 40.7 (628)"
48009,"""Archer, (TX)""",55.1,"46.2 - 112.3 (634)"
48011,"""Armstrong, (TX)""",43,"40.8 - 46.1 (652)"
48017,"""Bailey, (TX)""",36,"32.7 - 37.1 (650)"
48023,"""Baylor, (TX)""",54.8,"46.2 - 112.3 (634)"
48033,"""Borden, (TX)""",41.3,"40.8 - 46.1 (652)"
48037,"""Bowie, (TX)""",55.1,"46.2 - 112.3 (634)"
48045,"""Briscoe, (TX)""",48.3,"46.2 - 112.3 (634)"
48059,"""Callahan, (TX)""",43.3,"40.8 - 46.1 (652)"
48063,"""Camp, (TX)""",43.7,"40.8 - 46.1 (652)"
48065,"""Carson, (TX)""",37.5,"37.2 - 40.7 (628)"
48067,"""Cass, (TX)""",53.6,"46.2 - 112.3 (634)"
48069,"""Castro, (TX)""",31.2,"0.0 - 32.6 (652)"
48075,"""Childress, (TX)""",36.9,"32.7 - 37.1 (650)"
48077,"""Clay, (TX)""",54.1,"46.2 - 112.3 (634)"
48079,"""Cochran, (TX)""",35.2,"32.7 - 37.1 (650)"
48085,"""Collin, (TX)""",37.7,"37.2 - 40.7 (628)"
48087,"""Collingsworth, (TX)""",44.6,"40.8 - 46.1 (652)"
48097,"""Cooke, (TX)""",44.3,"40.8 - 46.1 (652)"
48101,"""Cottle, (TX)""",31.8,"0.0 - 32.6 (652)"
48107,"""Crosby, (TX)""",47.3,"46.2 - 112.3 (634)"
48111,"""Dallam, (TX)""",35.7,"32.7 - 37.1 (650)"
48113,"""Dallas, (TX)""",49.1,"46.2 - 112.3 (634)"
48115,"""Dawson, (TX)""",41.8,"40.8 - 46.1 (652)"
48117,"""Deaf Smith, (TX)""",30.9,"0.0 - 32.6 (652)"
48119,"""Delta, (TX)""",47.5,"46.2 - 112.3 (634)"
48121,"""Denton, (TX)""",39.9,"37.2 - 40.7 (628)"
48125,"""Dickens, (TX)""",57.9,"46.2 - 112.3 (634)"
48129,"""Donley, (TX)""",43.4,"40.8 - 46.1 (652)"
48133,"""Eastland, (TX)""",43.2,"40.8 - 46.1 (652)"
48139,"""Ellis, (TX)""",49,"46.2 - 112.3 (634)"
48143,"""Erath, (TX)""",40.2,"37.2 - 40.7 (628)"
48147,"""Fannin, (TX)""",41.3,"40.8 - 46.1 (652)"
48151,"""Fisher, (TX)""",43.7,"40.8 - 46.1 (652)"
48153,"""Floyd, (TX)""",44.9,"40.8 - 46.1 (652)"
48155,"""Foard, (TX)""",54.5,"46.2 - 112.3 (634)"
48159,"""Franklin, (TX)""",44.3,"40.8 - 46.1 (652)"
48165,"""Gaines, (TX)""",31,"0.0 - 32.6 (652)"
48169,"""Garza, (TX)""",44.8,"40.8 - 46.1 (652)"
48179,"""Gray, (TX)""",48,"46.2 - 112.3 (634)"
48181,"""Grayson, (TX)""",42.8,"40.8 - 46.1 (652)"
48183,"""Gregg, (TX)""",49.1,"46.2 - 112.3 (634)"
48189,"""Hale, (TX)""",46.2,"46.2 - 112.3 (634)"
48191,"""Hall, (TX)""",32.7,"32.7 - 37.1 (650)"
48195,"""Hansford, (TX)""",46.9,"46.2 - 112.3 (634)"
48197,"""Hardeman, (TX)""",41.8,"40.8 - 46.1 (652)"
48203,"""Harrison, (TX)""",47.4,"46.2 - 112.3 (634)"
48205,"""Hartley, (TX)""",44.7,"40.8 - 46.1 (652)"
48207,"""Haskell, (TX)""",44.6,"40.8 - 46.1 (652)"
48211,"""Hemphill, (TX)""",45.5,"40.8 - 46.1 (652)"
48213,"""Henderson, (TX)""",43.3,"40.8 - 46.1 (652)"
48219,"""Hockley, (TX)""",43.4,"40.8 - 46.1 (652)"
48221,"""Hood, (TX)""",42.3,"40.8 - 46.1 (652)"
48223,"""Hopkins, (TX)""",53.4,"46.2 - 112.3 (634)"
48227,"""Howard, (TX)""",34.9,"32.7 - 37.1 (650)"
48231,"""Hunt, (TX)""",46.2,"46.2 - 112.3 (634)"
48233,"""Hutchinson, (TX)""",45.3,"40.8 - 46.1 (652)"
48237,"""Jack, (TX)""",50.2,"46.2 - 112.3 (634)"
48251,"""Johnson, (TX)""",46.9,"46.2 - 112.3 (634)"
48253,"""Jones, (TX)""",41.2,"40.8 - 46.1 (652)"
48257,"""Kaufman, (TX)""",49.6,"46.2 - 112.3 (634)"
48263,"""Kent, (TX)""",54.5,"46.2 - 112.3 (634)"
48269,"""King, (TX)""",43.4,"40.8 - 46.1 (652)"
48275,"""Knox, (TX)""",48.4,"46.2 - 112.3 (634)"
48277,"""Lamar, (TX)""",42.9,"40.8 - 46.1 (652)"
48279,"""Lamb, (TX)""",43,"40.8 - 46.1 (652)"
48295,"""Lipscomb, (TX)""",44.2,"40.8 - 46.1 (652)"
48303,"""Lubbock, (TX)""",43.3,"40.8 - 46.1 (652)"
48305,"""Lynn, (TX)""",43.4,"40.8 - 46.1 (652)"
48315,"""Marion, (TX)""",48.9,"46.2 - 112.3 (634)"
48317,"""Martin, (TX)""",35.2,"32.7 - 37.1 (650)"
48335,"""Mitchell, (TX)""",46.2,"46.2 - 112.3 (634)"
48337,"""Montague, (TX)""",55.4,"46.2 - 112.3 (634)"
48341,"""Moore, (TX)""",44.2,"40.8 - 46.1 (652)"
48343,"""Morris, (TX)""",52.5,"46.2 - 112.3 (634)"
48345,"""Motley, (TX)""",59.1,"46.2 - 112.3 (634)"
48353,"""Nolan, (TX)""",42.9,"40.8 - 46.1 (652)"
48357,"""Ochiltree, (TX)""",45,"40.8 - 46.1 (652)"
48359,"""Oldham, (TX)""",38.4,"37.2 - 40.7 (628)"
48363,"""Palo Pinto, (TX)""",48.8,"46.2 - 112.3 (634)"
48365,"""Panola, (TX)""",46.8,"46.2 - 112.3 (634)"
48367,"""Parker, (TX)""",46.5,"46.2 - 112.3 (634)"
48369,"""Parmer, (TX)""",34.1,"32.7 - 37.1 (650)"
48375,"""Potter, (TX)""",45.6,"40.8 - 46.1 (652)"
48379,"""Rains, (TX)""",66.9,"46.2 - 112.3 (634)"
48381,"""Randall, (TX)""",29.3,"0.0 - 32.6 (652)"
48387,"""Red River, (TX)""",49.6,"46.2 - 112.3 (634)"
48393,"""Roberts, (TX)""",43.7,"40.8 - 46.1 (652)"
48397,"""Rockwall, (TX)""",50.5,"46.2 - 112.3 (634)"
48401,"""Rusk, (TX)""",38.3,"37.2 - 40.7 (628)"
48415,"""Scurry, (TX)""",43.5,"40.8 - 46.1 (652)"
48417,"""Shackelford, (TX)""",38.6,"37.2 - 40.7 (628)"
48421,"""Sherman, (TX)""",43.6,"40.8 - 46.1 (652)"
48423,"""Smith, (TX)""",36.2,"32.7 - 37.1 (650)"
48425,"""Somervell, (TX)""",42.7,"40.8 - 46.1 (652)"
48429,"""Stephens, (TX)""",49.4,"46.2 - 112.3 (634)"
48433,"""Stonewall, (TX)""",42.4,"40.8 - 46.1 (652)"
48437,"""Swisher, (TX)""",38.4,"37.2 - 40.7 (628)"
48439,"""Tarrant, (TX)""",46.4,"46.2 - 112.3 (634)"
48441,"""Taylor, (TX)""",41.3,"40.8 - 46.1 (652)"
48445,"""Terry, (TX)""",48.9,"46.2 - 112.3 (634)"
48447,"""Throckmorton, (TX)""",48.3,"46.2 - 112.3 (634)"
48449,"""Titus, (TX)""",44.7,"40.8 - 46.1 (652)"
48459,"""Upshur, (TX)""",46.4,"46.2 - 112.3 (634)"
48467,"""Van Zandt, (TX)""",41.3,"40.8 - 46.1 (652)"
48483,"""Wheeler, (TX)""",45,"40.8 - 46.1 (652)"
48485,"""Wichita, (TX)""",52.8,"46.2 - 112.3 (634)"
48487,"""Wilbarger, (TX)""",52.6,"46.2 - 112.3 (634)"
48497,"""Wise, (TX)""",46.5,"46.2 - 112.3 (634)"
48499,"""Wood, (TX)""",36.5,"32.7 - 37.1 (650)"
48501,"""Yoakum, (TX)""",27.4,"0.0 - 32.6 (652)"
48503,"""Young, (TX)""",53.7,"46.2 - 112.3 (634)"
56001,"""Albany, (WY)""",33.4,"32.7 - 37.1 (650)"
56005,"""Campbell, (WY)""",14,"0.0 - 32.6 (652)"
56009,"""Converse, (WY)""",42.6,"40.8 - 46.1 (652)"
56011,"""Crook, (WY)""",18.4,"0.0 - 32.6 (652)"
56015,"""Goshen, (WY)""",26.7,"0.0 - 32.6 (652)"
56019,"""Johnson, (WY)""",39.3,"37.2 - 40.7 (628)"
56021,"""Laramie, (WY)""",34.7,"32.7 - 37.1 (650)"
56027,"""Niobrara, (WY)""",37.9,"37.2 - 40.7 (628)"
56031,"""Platte, (WY)""",31.1,"0.0 - 32.6 (652)"
56045,"""Weston, (WY)""",33.4,"32.7 - 37.1 (650)"
16003,"""Adams, (ID)""",28,"0.0 - 32.6 (652)"
16009,"""Benewah, (ID)""",39.3,"37.2 - 40.7 (628)"
16017,"""Bonner, (ID)""",43.7,"40.8 - 46.1 (652)"
16021,"""Boundary, (ID)""",41.7,"40.8 - 46.1 (652)"
16035,"""Clearwater, (ID)""",38.6,"37.2 - 40.7 (628)"
16049,"""Idaho, (ID)""",32.8,"32.7 - 37.1 (650)"
16055,"""Kootenai, (ID)""",36.9,"32.7 - 37.1 (650)"
16057,"""Latah, (ID)""",45.3,"40.8 - 46.1 (652)"
16059,"""Lemhi, (ID)""",27.9,"0.0 - 32.6 (652)"
16061,"""Lewis, (ID)""",35.7,"32.7 - 37.1 (650)"
16069,"""Nez Perce, (ID)""",41.6,"40.8 - 46.1 (652)"
16079,"""Shoshone, (ID)""",49,"46.2 - 112.3 (634)"
16085,"""Valley, (ID)""",30.9,"0.0 - 32.6 (652)"
27005,"""Becker, (MN)""",33.3,"32.7 - 37.1 (650)"
27007,"""Beltrami, (MN)""",31.1,"0.0 - 32.6 (652)"
27009,"""Benton, (MN)""",34.2,"32.7 - 37.1 (650)"
27011,"""Big Stone, (MN)""",35.6,"32.7 - 37.1 (650)"
27019,"""Carver, (MN)""",31.2,"0.0 - 32.6 (652)"
27021,"""Cass, (MN)""",31.9,"0.0 - 32.6 (652)"
27023,"""Chippewa, (MN)""",32.3,"0.0 - 32.6 (652)"
27027,"""Clay, (MN)""",28.5,"0.0 - 32.6 (652)"
27029,"""Clearwater, (MN)""",33.6,"32.7 - 37.1 (650)"
27035,"""Crow Wing, (MN)""",31.7,"0.0 - 32.6 (652)"
27041,"""Douglas, (MN)""",29.8,"0.0 - 32.6 (652)"
27051,"""Grant, (MN)""",32.6,"0.0 - 32.6 (652)"
27057,"""Hubbard, (MN)""",31.4,"0.0 - 32.6 (652)"
27061,"""Itasca, (MN)""",34.6,"32.7 - 37.1 (650)"
27067,"""Kandiyohi, (MN)""",29.2,"0.0 - 32.6 (652)"
27069,"""Kittson, (MN)""",31.7,"0.0 - 32.6 (652)"
27071,"""Koochiching, (MN)""",35.7,"32.7 - 37.1 (650)"
27073,"""Lac qui Parle, (MN)""",38.2,"37.2 - 40.7 (628)"
27077,"""Lake of the Woods, (MN)""",35.8,"32.7 - 37.1 (650)"
27085,"""McLeod, (MN)""",28.4,"0.0 - 32.6 (652)"
27087,"""Mahnomen, (MN)""",33.1,"32.7 - 37.1 (650)"
27089,"""Marshall, (MN)""",33,"32.7 - 37.1 (650)"
27093,"""Meeker, (MN)""",29.1,"0.0 - 32.6 (652)"
27097,"""Morrison, (MN)""",30.3,"0.0 - 32.6 (652)"
27107,"""Norman, (MN)""",27.5,"0.0 - 32.6 (652)"
27111,"""Otter Tail, (MN)""",32.6,"0.0 - 32.6 (652)"
27113,"""Pennington, (MN)""",33.7,"32.7 - 37.1 (650)"
27119,"""Polk, (MN)""",30.3,"0.0 - 32.6 (652)"
27121,"""Pope, (MN)""",28.6,"0.0 - 32.6 (652)"
27125,"""Red Lake, (MN)""",33.7,"32.7 - 37.1 (650)"
27129,"""Renville, (MN)""",33.7,"32.7 - 37.1 (650)"
27135,"""Roseau, (MN)""",35.3,"32.7 - 37.1 (650)"
27141,"""Sherburne, (MN)""",31.9,"0.0 - 32.6 (652)"
27145,"""Stearns, (MN)""",30.1,"0.0 - 32.6 (652)"
27149,"""Stevens, (MN)""",29.6,"0.0 - 32.6 (652)"
27151,"""Swift, (MN)""",34,"32.7 - 37.1 (650)"
27153,"""Todd, (MN)""",29.9,"0.0 - 32.6 (652)"
27155,"""Traverse, (MN)""",35.8,"32.7 - 37.1 (650)"
27159,"""Wadena, (MN)""",34.8,"32.7 - 37.1 (650)"
27167,"""Wilkin, (MN)""",31.6,"0.0 - 32.6 (652)"
27171,"""Wright, (MN)""",30.6,"0.0 - 32.6 (652)"
27173,"""Yellow Medicine, (MN)""",37.1,"32.7 - 37.1 (650)"
30001,"""Beaverhead, (MT)""",30.8,"0.0 - 32.6 (652)"
30003,"""Big Horn, (MT)""",38,"37.2 - 40.7 (628)"
30005,"""Blaine, (MT)""",45.3,"40.8 - 46.1 (652)"
30007,"""Broadwater, (MT)""",26.1,"0.0 - 32.6 (652)"
30009,"""Carbon, (MT)""",37.8,"37.2 - 40.7 (628)"
30011,"""Carter, (MT)""",29.8,"0.0 - 32.6 (652)"
30013,"""Cascade, (MT)""",32.2,"0.0 - 32.6 (652)"
30015,"""Chouteau, (MT)""",33.6,"32.7 - 37.1 (650)"
30017,"""Custer, (MT)""",34.6,"32.7 - 37.1 (650)"
30019,"""Daniels, (MT)""",40.2,"37.2 - 40.7 (628)"
30021,"""Dawson, (MT)""",37.9,"37.2 - 40.7 (628)"
30023,"""Deer Lodge, (MT)""",30,"0.0 - 32.6 (652)"
30025,"""Fallon, (MT)""",37.2,"37.2 - 40.7 (628)"
30027,"""Fergus, (MT)""",43.5,"40.8 - 46.1 (652)"
30029,"""Flathead, (MT)""",33.8,"32.7 - 37.1 (650)"
30031,"""Gallatin, (MT)""",30.3,"0.0 - 32.6 (652)"
30033,"""Garfield, (MT)""",33.6,"32.7 - 37.1 (650)"
30035,"""Glacier, (MT)""",36.2,"32.7 - 37.1 (650)"
30037,"""Golden Valley, (MT)""",38.8,"37.2 - 40.7 (628)"
30039,"""Granite, (MT)""",31.3,"0.0 - 32.6 (652)"
30041,"""Hill, (MT)""",15.3,"0.0 - 32.6 (652)"
30043,"""Jefferson, (MT)""",27.3,"0.0 - 32.6 (652)"
30045,"""Judith Basin, (MT)""",35.9,"32.7 - 37.1 (650)"
30047,"""Lake, (MT)""",33.8,"32.7 - 37.1 (650)"
30049,"""Lewis and Clark, (MT)""",26,"0.0 - 32.6 (652)"
30051,"""Liberty, (MT)""",23.3,"0.0 - 32.6 (652)"
30053,"""Lincoln, (MT)""",34.7,"32.7 - 37.1 (650)"
30055,"""McCone, (MT)""",31.3,"0.0 - 32.6 (652)"
30057,"""Madison, (MT)""",31.2,"0.0 - 32.6 (652)"
30059,"""Meagher, (MT)""",29.5,"0.0 - 32.6 (652)"
30061,"""Mineral, (MT)""",28.4,"0.0 - 32.6 (652)"
30063,"""Missoula, (MT)""",32.5,"0.0 - 32.6 (652)"
30065,"""Musselshell, (MT)""",38.8,"37.2 - 40.7 (628)"
30067,"""Park, (MT)""",31.3,"0.0 - 32.6 (652)"
30069,"""Petroleum, (MT)""",40.8,"40.8 - 46.1 (652)"
30071,"""Phillips, (MT)""",42.9,"40.8 - 46.1 (652)"
30073,"""Pondera, (MT)""",35.9,"32.7 - 37.1 (650)"
30075,"""Powder River, (MT)""",20.8,"0.0 - 32.6 (652)"
30077,"""Powell, (MT)""",31.4,"0.0 - 32.6 (652)"
30079,"""Prairie, (MT)""",35.3,"32.7 - 37.1 (650)"
30081,"""Ravalli, (MT)""",30.8,"0.0 - 32.6 (652)"
30083,"""Richland, (MT)""",33.1,"32.7 - 37.1 (650)"
30085,"""Roosevelt, (MT)""",34.8,"32.7 - 37.1 (650)"
30087,"""Rosebud, (MT)""",38.5,"37.2 - 40.7 (628)"
30089,"""Sanders, (MT)""",30.7,"0.0 - 32.6 (652)"
30091,"""Sheridan, (MT)""",40.3,"37.2 - 40.7 (628)"
30093,"""Silver Bow, (MT)""",29.4,"0.0 - 32.6 (652)"
30095,"""Stillwater, (MT)""",38.1,"37.2 - 40.7 (628)"
30097,"""Sweet Grass, (MT)""",38.9,"37.2 - 40.7 (628)"
30099,"""Teton, (MT)""",31.5,"0.0 - 32.6 (652)"
30101,"""Toole, (MT)""",40.3,"37.2 - 40.7 (628)"
30103,"""Treasure, (MT)""",39.2,"37.2 - 40.7 (628)"
30105,"""Valley, (MT)""",37.7,"37.2 - 40.7 (628)"
30107,"""Wheatland, (MT)""",39.2,"37.2 - 40.7 (628)"
30109,"""Wibaux, (MT)""",33.5,"32.7 - 37.1 (650)"
30111,"""Yellowstone, (MT)""",38.7,"37.2 - 40.7 (628)"
38001,"""Adams, (ND)""",43.6,"40.8 - 46.1 (652)"
38003,"""Barnes, (ND)""",37,"32.7 - 37.1 (650)"
38005,"""Benson, (ND)""",46.1,"40.8 - 46.1 (652)"
38007,"""Billings, (ND)""",30.2,"0.0 - 32.6 (652)"
38009,"""Bottineau, (ND)""",39.3,"37.2 - 40.7 (628)"
38011,"""Bowman, (ND)""",37.8,"37.2 - 40.7 (628)"
38013,"""Burke, (ND)""",29.1,"0.0 - 32.6 (652)"
38015,"""Burleigh, (ND)""",37.5,"37.2 - 40.7 (628)"
38017,"""Cass, (ND)""",26.5,"0.0 - 32.6 (652)"
38019,"""Cavalier, (ND)""",40,"37.2 - 40.7 (628)"
38021,"""Dickey, (ND)""",33.1,"32.7 - 37.1 (650)"
38023,"""Divide, (ND)""",36.7,"32.7 - 37.1 (650)"
